HomeTeam,FTHG,FTAG,HTHG,HTAG
Hull,3,1,0,1
Millwall,2,0,1,0
Norwich,4,0,3,0
Preston,0,1,0,1
Rotherham,2,1,1,1
Sheffield Weds,1,3,1,1
Swansea,3,1,2,0
Blackburn,2,0,0,0
Bolton,0,2,0,2
Bristol City,3,2,3,0
Preston,0,2,0,0
Sheffield Weds,3,0,0,0
Swansea,3,1,2,1
Birmingham,1,1,1,1
Brentford,2,0,2,0
Hull,2,1,0,1
Millwall,0,0,0,0
Norwich,2,2,0,1
Rotherham,1,2,1,0
Aston Villa,2,1,0,0
Derby,4,0,2,0
Ipswich,1,1,0,1
Leeds,1,0,0,0
Middlesbrough,1,0,1,0
Nott'm Forest,1,2,0,1
QPR,4,0,3,0
Reading,2,1,2,1
Sheffield United,1,1,0,0
Stoke,2,2,2,0
West Brom,4,1,3,0
Wigan,1,1,1,0
Birmingham,2,2,2,2
Bolton,0,2,0,0
Bristol City,1,1,0,0
Leeds,1,2,1,1
Middlesbrough,1,0,1,0
Millwall,1,1,1,1
Norwich,2,2,1,1
Preston,4,0,2,0
QPR,1,2,0,1
Sheffield United,2,0,0,0
Swansea,4,3,1,2
West Brom,3,2,1,0
Aston Villa,1,0,1,0
Blackburn,2,0,1,0
Brentford,2,0,1,0
Derby,2,0,0,0
Hull,0,3,0,3
Ipswich,0,1,0,0
Nott'm Forest,3,0,1,0
Reading,0,0,0,0
Rotherham,1,3,1,0
Sheffield Weds,2,0,2,0
Stoke,2,2,0,1
Wigan,2,0,1,0
Birmingham,1,1,1,1
Bolton,0,1,,
Bristol City,0,2,0,1
Middlesbrough,2,1,2,1
Millwall,0,0,0,0
Norwich,2,1,2,1
Preston,3,3,2,0
QPR,0,1,0,0
Sheffield United,2,0,1,0
Swansea,2,2,1,0
West Brom,2,1,0,0
Leeds,1,1,0,0
Millwall,1,2,1,0
Swansea,1,1,0,1
Aston Villa,1,2,1,1
Blackburn,2,2,1,2
Brentford,3,0,1,0
Derby,3,1,1,0
Hull,1,1,0,0
Ipswich,3,2,1,1
Nott'm Forest,1,0,1,0
Reading,0,0,0,0
Rotherham,1,2,0,2
Sheffield Weds,1,2,0,1
Stoke,2,2,1,0
Wigan,1,0,1,0
Luton,3,3,2,2
Barnsley,1,0,1,0
Blackburn,1,2,0,1
Brentford,0,1,0,1
Millwall,1,0,1,0
Reading,1,3,0,1
Stoke,1,2,0,1
Swansea,2,1,0,1
Wigan,3,2,0,1
Nott'm Forest,1,2,1,2
Bristol City,1,3,0,1
Huddersfield,1,2,1,2
Leeds,1,1,0,0
Birmingham,1,1,0,0
Cardiff,2,1,0,0
Charlton,3,1,1,1
Derby,0,0,0,0
Fulham,2,0,1,0
Hull,2,1,2,0
Middlesbrough,0,1,0,0
Preston,3,0,2,0
QPR,1,1,0,0
Sheffield Weds,2,0,1,0
West Brom,1,1,0,0
Huddersfield,1,2,0,0
Barnsley,2,2,1,1
Blackburn,1,0,1,0
Brentford,1,1,0,0
Bristol City,2,0,1,0
Luton,1,2,1,0
Millwall,1,0,1,0
Nott'm Forest,3,0,2,0
Stoke,2,2,1,1
Swansea,3,2,1,1
Wigan,0,2,0,1
Reading,3,0,2,0
Birmingham,2,0,0,0
Derby,1,2,0,2
Hull,0,1,0,0
Middlesbrough,1,0,1,0
Sheffield Weds,1,0,0,0
Cardiff,2,1,1,0
Charlton,1,1,1,0
Fulham,4,0,2,0
Leeds,1,0,0,0
Preston,3,1,2,0
QPR,1,3,0,1
West Brom,1,1,0,0
Derby,1,1,1,0
Barnsley,1,3,0,3
Blackburn,0,0,0,0
Charlton,1,0,1,0
Fulham,1,2,0,1
Huddersfield,0,2,0,0
Hull,1,3,1,1
Middlesbrough,1,1,0,0
Preston,2,1,1,0
QPR,3,1,0,1
Stoke,0,3,0,1
Swansea,3,0,0,0
Cardiff,1,1,1,1
Bristol City,2,2,1,0
Birmingham,2,1,0,0
Brentford,3,0,3,0
Leeds,0,1,0,0
Luton,2,1,0,0
Millwall,1,1,1,1
Nott'm Forest,1,1,0,1
Reading,0,2,0,0
Sheffield Weds,1,2,1,0
West Brom,3,2,3,2
Wigan,0,0,0,0
Derby,1,1,1,1
Fulham,1,1,0,0
Blackburn,2,0,1,0
Charlton,0,1,0,0
Hull,2,2,2,1
Middlesbrough,1,0,0,0
Preston,2,0,1,0
QPR,3,2,3,1
Stoke,1,2,1,0
Swansea,0,1,0,0
Huddersfield,0,2,0,1
Barnsley,0,2,0,0
Leeds,1,1,1,0
Birmingham,0,1,0,1
Brentford,0,0,0,0
Bristol City,0,0,0,0
Cardiff,1,0,1,0
Luton,0,3,0,0
Millwall,1,2,0,0
Nott'm Forest,1,0,0,0
Reading,1,2,0,1
Sheffield Weds,1,1,0,1
Wigan,2,0,1,0
West Brom,4,2,1,2
Fulham,2,0,0,0
Stoke,2,3,1,1
QPR,0,2,0,0
Blackburn,1,2,1,1
Charlton,1,0,1,0
Derby,3,2,1,0
Huddersfield,1,1,1,1
Hull,2,2,1,0
Middlesbrough,1,4,1,4
Preston,3,3,1,2
Swansea,1,1,1,0
Barnsley,1,3,1,1
Blackburn,1,1,0,0
Hull,1,0,0,0
Leeds,1,0,1,0
Middlesbrough,1,1,1,1
Wigan,1,0,0,0
Reading,1,4,0,3
Stoke,0,1,0,0
Barnsley,2,2,1,2
Brentford,1,1,0,0
Cardiff,3,0,2,0
Charlton,1,2,1,1
Luton,1,1,0,0
Birmingham,2,1,1,0
Fulham,2,2,0,1
Bristol City,1,0,1,0
Derby,2,0,1,0
Huddersfield,3,0,0,0
Millwall,2,1,2,0
Nott'm Forest,1,0,0,0
Preston,5,1,1,1
QPR,4,2,1,0
Sheffield Weds,1,0,0,0
Swansea,1,2,1,1
West Brom,4,2,2,0
Cardiff,1,1,0,1
Blackburn,2,2,2,1
Barnsley,1,1,0,0
Brentford,3,2,0,1
Charlton,3,0,1,0
Hull,2,3,1,1
Leeds,1,0,0,0
Luton,3,0,0,0
Middlesbrough,0,1,0,0
Reading,1,0,0,0
Stoke,2,0,1,0
Wigan,1,0,1,0
Birmingham,1,0,1,0
Millwall,2,2,1,1
Preston,1,1,0,0
QPR,2,2,1,1
Sheffield Weds,1,0,1,0
Swansea,0,3,0,2
West Brom,2,2,0,2
Bristol City,2,1,0,0
Derby,1,0,0,0
Fulham,3,2,1,0
Huddersfield,0,0,0,0
Nott'm Forest,1,2,0,1
Sheffield Weds,0,0,0,0
Birmingham,2,1,1,0
Huddersfield,2,1,1,0
Hull,2,0,0,0
Middlesbrough,0,0,0,0
Millwall,2,0,1,0
Preston,3,2,0,2
West Brom,2,2,1,0
Swansea,1,0,1,0
Bristol City,2,2,1,1
QPR,1,3,0,1
Barnsley,2,2,0,1
Wigan,1,2,1,1
Blackburn,2,1,0,0
Brentford,0,1,0,0
Cardiff,4,2,2,1
Derby,2,0,1,0
Fulham,0,3,0,1
Leeds,2,0,1,0
Luton,1,2,0,1
Reading,2,1,2,0
Charlton,0,1,0,0
Stoke,0,2,0,1
Nott'm Forest,1,0,0,0
Barnsley,2,4,0,2
Birmingham,0,1,0,0
Hull,0,1,0,1
Leeds,2,1,2,1
Millwall,2,1,1,0
Preston,3,1,2,0
QPR,2,2,2,1
Reading,3,0,2,0
Sheffield Weds,2,2,0,1
Wigan,0,3,0,1
Cardiff,0,1,0,0
Fulham,2,1,1,1
Charlton,2,2,2,0
Blackburn,3,2,1,0
Brentford,1,0,0,0
Bristol City,0,0,0,0
Derby,1,0,1,0
Huddersfield,1,1,0,0
Luton,1,2,0,0
Stoke,2,1,0,1
Swansea,0,1,0,0
West Brom,2,1,1,0
Middlesbrough,2,2,2,0
Cardiff,1,0,1,0
Fulham,3,0,2,0
Huddersfield,1,1,1,1
Luton,2,1,1,1
Millwall,2,2,1,1
Reading,0,1,0,0
Blackburn,1,0,1,0
Hull,4,0,1,0
Middlesbrough,1,0,0,0
QPR,0,4,0,1
Sheffield Weds,1,1,0,0
West Brom,4,1,2,0
Swansea,1,2,0,2
Charlton,1,3,1,1
Barnsley,3,1,1,0
Birmingham,1,1,0,0
Brentford,7,0,5,0
Bristol City,5,2,4,1
Derby,1,1,1,1
Leeds,4,0,2,0
Nott'm Forest,0,1,0,1
Stoke,1,2,0,1
Wigan,1,3,1,0
Preston,0,1,0,0
Millwall,2,2,1,0
Huddersfield,0,2,0,0
Blackburn,1,0,0,0
Cardiff,3,2,1,1
Fulham,1,2,0,1
Hull,2,1,0,1
Luton,2,1,0,1
Middlesbrough,1,0,1,0
QPR,2,0,1,0
Reading,2,3,1,1
Sheffield Weds,2,1,0,1
West Brom,5,1,3,1
Bristol City,1,2,0,1
Charlton,0,1,0,0
Leeds,2,0,0,0
Nott'm Forest,1,1,0,0
Preston,2,1,1,0
Stoke,3,0,2,0
Barnsley,1,1,0,0
Birmingham,0,2,0,1
Brentford,2,1,1,0
Derby,1,1,0,1
Swansea,1,1,1,1
Wigan,1,1,0,0
Charlton,2,2,1,0
Birmingham,2,3,1,1
Barnsley,5,3,2,1
Brentford,1,0,1,0
Bristol City,0,2,0,1
Derby,0,1,0,1
Leeds,3,3,2,0
Nott'm Forest,0,4,0,4
Preston,2,1,1,1
Stoke,0,0,0,0
Swansea,3,1,1,0
Wigan,1,1,1,0
Middlesbrough,2,1,0,0
Cardiff,0,0,0,0
Fulham,2,1,1,0
Huddersfield,2,1,1,0
Hull,3,0,1,0
Luton,0,1,0,0
Millwall,1,2,0,1
QPR,2,2,1,0
Reading,3,0,1,0
West Brom,1,1,1,1
Sheffield Weds,1,0,0,0
Blackburn,0,0,0,0
Barnsley,1,1,0,1
Blackburn,1,1,0,0
Brentford,3,1,2,0
Cardiff,1,1,0,0
Charlton,3,2,1,0
Hull,0,2,0,1
Luton,3,3,2,1
Middlesbrough,1,0,1,0
Stoke,3,2,1,0
Wigan,1,1,0,0
Leeds,1,1,0,1
Reading,1,0,0,0
Birmingham,4,5,1,2
Bristol City,3,0,2,0
Fulham,1,0,1,0
Huddersfield,2,1,1,1
Millwall,1,0,1,0
Nott'm Forest,1,0,0,0
Preston,0,2,0,2
QPR,1,2,1,1
Sheffield Weds,1,2,1,2
Swansea,0,0,0,0
West Brom,0,2,0,1
Derby,2,1,1,0
Millwall,3,1,0,1
Birmingham,2,3,1,1
Bristol City,0,4,0,2
Fulham,1,2,0,1
Huddersfield,2,5,0,1
Nott'm Forest,3,2,2,1
Preston,0,2,0,1
QPR,6,1,3,0
Sheffield Weds,0,1,0,0
West Brom,1,1,1,0
Derby,2,1,1,0
Swansea,1,0,1,0
Brentford,3,1,3,0
Barnsley,2,1,1,0
Blackburn,1,1,1,1
Charlton,2,2,1,1
Hull,0,1,0,1
Leeds,0,2,0,0
Luton,1,2,0,1
Middlesbrough,2,2,1,0
Reading,1,1,0,0
Stoke,0,0,0,0
Wigan,0,2,0,0
Cardiff,0,0,0,0
Fulham,1,0,1,0
QPR,1,0,1,0
Birmingham,1,1,1,0
Bristol City,1,0,0,0
Derby,1,0,0,0
Huddersfield,0,0,0,0
Millwall,2,0,0,0
Preston,2,1,1,1
Sheffield Weds,0,5,0,3
Swansea,2,1,1,1
Nott'm Forest,3,1,1,1
West Brom,0,1,0,1
Barnsley,0,3,0,3
Middlesbrough,1,1,0,1
Charlton,0,0,0,0
Nott'm Forest,1,1,0,0
Stoke,2,0,0,0
Blackburn,2,1,2,1
Brentford,0,1,0,1
Cardiff,2,1,0,0
Hull,1,2,0,1
Leeds,3,2,0,2
Luton,3,2,0,0
Wigan,2,1,0,1
Reading,0,1,0,0
Cardiff,1,1,0,1
Derby,4,0,2,0
Hull,1,5,1,2
Birmingham,2,1,1,1
Charlton,2,1,2,0
Fulham,3,2,3,2
Leeds,0,1,0,0
Middlesbrough,1,1,0,0
Preston,1,1,1,1
QPR,0,1,0,1
Sheffield Weds,0,0,0,0
West Brom,2,0,1,0
Bristol City,1,3,1,2
Wigan,1,2,0,1
Barnsley,1,1,1,1
Blackburn,0,1,0,0
Brentford,3,2,1,0
Huddersfield,2,0,0,0
Luton,0,1,0,0
Reading,1,1,0,0
Stoke,3,1,1,1
Swansea,2,3,0,1
Nott'm Forest,2,0,1,0
Millwall,0,2,0,1
Barnsley,0,1,0,0
Blackburn,3,0,0,0
Brentford,1,1,1,1
Nott'm Forest,0,1,0,1
Swansea,0,0,0,0
Wigan,2,2,1,0
Bristol City,3,2,2,0
Huddersfield,0,3,0,2
Luton,1,0,1,0
Millwall,1,1,1,1
Reading,1,2,1,1
Stoke,0,2,0,0
Hull,4,4,1,1
West Brom,2,2,1,1
Birmingham,1,1,1,1
Cardiff,2,2,1,2
Charlton,0,2,0,2
Derby,1,1,0,0
Fulham,0,3,0,1
Leeds,1,0,1,0
Middlesbrough,0,1,0,1
Preston,0,1,0,0
QPR,4,2,2,2
Sheffield Weds,0,3,0,1
Derby,1,1,0,0
Brentford,2,2,0,1
Barnsley,1,0,0,0
Birmingham,3,3,2,2
Bristol City,0,3,0,2
Charlton,3,1,1,1
Leeds,1,0,0,0
Nott'm Forest,0,0,0,0
Preston,2,1,0,1
Stoke,2,0,1,0
Swansea,3,1,1,0
Wigan,1,0,0,0
Cardiff,0,1,0,0
Huddersfield,2,1,1,0
Luton,2,1,2,0
QPR,2,1,1,1
West Brom,2,0,2,0
Blackburn,0,0,0,0
Fulham,1,0,0,0
Hull,0,1,0,1
Middlesbrough,0,1,0,1
Millwall,0,0,0,0
Sheffield Weds,1,0,0,0
Reading,0,3,0,1
Hull,0,4,0,1
Blackburn,2,2,1,1
Cardiff,2,2,2,2
Fulham,2,0,0,0
Huddersfield,4,0,1,0
Luton,1,1,0,1
Millwall,1,1,0,1
QPR,2,2,0,1
Reading,2,0,1,0
Sheffield Weds,1,3,0,3
West Brom,0,1,0,0
Middlesbrough,2,2,2,1
Nott'm Forest,0,3,0,3
Bristol City,1,1,0,0
Barnsley,0,2,0,0
Birmingham,1,3,1,0
Brentford,5,0,3,0
Charlton,0,1,0,1
Leeds,2,0,1,0
Preston,1,3,1,0
Stoke,5,1,3,0
Swansea,0,0,0,0
Wigan,0,0,0,0
Derby,3,0,2,0
Fulham,0,2,0,0
Middlesbrough,0,3,0,3
Millwall,2,3,1,1
Blackburn,3,1,1,1
Huddersfield,0,2,0,1
Hull,0,1,0,1
Luton,1,1,0,0
QPR,0,1,0,1
Reading,1,1,1,0
Sheffield Weds,1,1,0,0
West Brom,0,0,0,0
Cardiff,2,0,1,0
Brentford,1,0,1,0
Charlton,1,0,1,0
Preston,1,3,0,0
Swansea,0,1,0,0
Barnsley,0,0,0,0
Derby,2,1,2,0
Birmingham,3,3,0,2
Leeds,3,0,1,0
Stoke,0,2,0,1
Wigan,2,0,0,0
Bristol City,1,2,0,1
Nott'm Forest,3,1,1,0
Millwall,1,1,1,0
Barnsley,2,0,0,0
Cardiff,0,0,0,0
Reading,0,3,0,1
QPR,1,2,1,1
Leeds,1,1,0,0
Wigan,3,0,1,0
Preston,0,1,0,1
Birmingham,0,3,0,1
Nott'm Forest,1,0,0,0
Sheffield Weds,0,3,0,1
Hull,2,1,1,1
Charlton,0,1,0,0
Derby,1,1,0,1
Blackburn,1,3,0,2
Brentford,3,0,1,0
Bristol City,0,1,0,0
Fulham,1,0,0,0
Huddersfield,0,0,0,0
Luton,0,5,0,3
Stoke,4,0,3,0
Swansea,2,1,0,0
Middlesbrough,0,1,0,1
West Brom,4,2,2,1
Nott'm Forest,0,1,0,1
Brentford,2,1,0,1
Luton,1,1,1,0
Reading,0,0,0,0
Cardiff,2,3,2,1
Millwall,0,2,0,0
West Brom,2,0,1,0
Birmingham,1,3,1,2
Bristol City,2,1,1,0
Wigan,1,0,1,0
Sheffield Weds,1,3,0,0
Leeds,5,0,1,0
Huddersfield,0,2,0,0
Fulham,2,0,1,0
Charlton,0,1,0,1
Derby,1,3,1,1
Barnsley,0,0,0,0
Blackburn,1,1,0,1
Hull,0,1,0,1
Middlesbrough,1,3,0,2
Preston,1,1,1,1
QPR,0,3,0,2
Stoke,2,0,2,0
Swansea,0,1,0,0
West Brom,0,0,0,0
Reading,1,2,1,1
Wigan,8,0,7,0
Cardiff,2,1,1,1
Luton,1,1,1,0
Millwall,1,0,1,0
Sheffield Weds,0,0,0,0
Brentford,1,0,1,0
Bristol City,1,1,1,0
Birmingham,1,1,0,0
Nott'm Forest,2,2,1,2
Leeds,1,0,1,0
Huddersfield,2,1,1,1
Charlton,2,2,1,2
Stoke,1,0,1,0
Blackburn,4,3,2,1
Fulham,5,3,3,0
Hull,0,1,0,0
Middlesbrough,1,3,0,1
Preston,2,0,1,0
QPR,4,3,1,0
Swansea,1,0,1,0
Derby,1,3,0,0
Barnsley,1,0,0,0
Birmingham,1,3,0,1
Brentford,1,2,0,1
Bristol City,1,1,0,1
Cardiff,3,0,2,0
Leeds,4,0,2,0
Luton,3,2,2,1
Millwall,4,1,1,1
Nott'm Forest,1,4,0,1
Reading,1,4,1,1
Sheffield Weds,1,2,1,1
West Brom,2,2,1,1
Wigan,1,1,1,0
Watford,1,0,1,0
Birmingham,1,0,1,0
Wycombe,0,1,0,0
Barnsley,0,1,0,0
Bournemouth,3,2,1,1
Bristol City,2,1,1,1
Cardiff,0,2,0,2
Derby,0,2,0,2
Huddersfield,0,1,0,0
Millwall,0,0,0,0
Preston,0,1,0,0
QPR,2,0,0,0
Coventry,3,2,1,1
Nott'm Forest,0,2,0,2
Blackburn,5,0,3,0
Brentford,3,0,0,0
Luton,2,1,1,0
Middlesbrough,1,1,0,1
Norwich,2,2,1,2
Reading,2,0,0,0
Rotherham,0,1,0,0
Sheffield Weds,0,0,0,0
Swansea,0,0,0,0
Stoke,0,2,0,1
Huddersfield,1,0,0,0
Watford,1,0,1,0
Wycombe,0,2,0,2
Barnsley,0,0,0,0
Birmingham,1,1,0,0
Cardiff,1,2,0,0
Derby,0,4,0,3
Millwall,1,1,1,1
Preston,0,1,0,1
QPR,1,1,1,1
Bristol City,2,0,0,0
Bournemouth,1,0,1,0
Coventry,1,3,1,1
Norwich,0,1,0,0
Blackburn,0,0,0,0
Luton,2,0,0,0
Middlesbrough,2,1,1,0
Nott'm Forest,1,2,1,2
Reading,1,0,1,0
Rotherham,1,1,1,0
Sheffield Weds,1,1,0,0
Swansea,2,1,0,0
Brentford,2,4,2,0
Stoke,1,1,0,0
Derby,0,1,0,0
Barnsley,2,2,1,0
Birmingham,0,1,0,0
Blackburn,0,1,0,0
Bournemouth,0,0,0,0
Brentford,2,0,0,0
Luton,0,2,0,0
Middlesbrough,0,0,0,0
Rotherham,1,2,1,0
Swansea,1,2,1,1
Wycombe,1,2,1,0
Preston,0,1,0,0
Bristol City,0,1,0,0
Coventry,1,1,1,1
Huddersfield,1,0,0,0
Millwall,2,0,1,0
Norwich,1,0,0,0
Nott'm Forest,1,1,0,0
Reading,1,0,0,0
Cardiff,1,1,0,1
QPR,0,2,0,1
Sheffield Weds,1,2,1,2
Stoke,2,2,1,2
Watford,3,1,2,1
Nott'm Forest,1,1,0,1
Watford,1,1,1,0
Bristol City,1,1,0,0
Cardiff,1,1,0,1
Coventry,0,4,0,1
Huddersfield,1,2,1,0
Millwall,1,1,1,1
Norwich,2,1,1,1
QPR,0,0,0,0
Reading,3,0,1,0
Sheffield Weds,0,1,0,0
Stoke,3,2,2,0
Barnsley,3,0,2,0
Blackburn,2,4,1,3
Brentford,1,1,1,0
Middlesbrough,2,0,0,0
Swansea,2,0,1,0
Wycombe,1,1,0,0
Preston,0,2,0,0
Birmingham,2,1,1,0
Bournemouth,1,0,0,0
Derby,1,1,1,0
Luton,1,1,1,0
Rotherham,3,0,3,0
Coventry,3,2,1,0
Bristol City,1,3,1,3
Barnsley,1,0,1,0
Bournemouth,1,1,0,1
Luton,0,3,0,2
Middlesbrough,1,0,0,0
Millwall,0,3,0,1
Preston,1,2,1,1
QPR,3,2,2,0
Stoke,1,0,1,0
Swansea,2,0,1,0
Wycombe,1,0,1,0
Brentford,1,1,1,0
Huddersfield,1,2,1,0
Norwich,0,0,0,0
Sheffield Weds,1,0,0,0
Blackburn,0,0,0,0
Cardiff,3,0,2,0
Reading,0,3,0,0
Watford,3,2,1,1
Birmingham,1,2,1,0
Derby,0,1,0,0
Nott'm Forest,2,1,1,0
Rotherham,0,1,0,0
Cardiff,0,1,0,1
Reading,0,3,0,2
Birmingham,1,3,0,2
Blackburn,3,1,0,0
Brentford,0,0,0,0
Derby,0,2,0,1
Huddersfield,1,1,0,1
Norwich,1,0,0,0
Nott'm Forest,2,0,1,0
Rotherham,2,1,0,0
Sheffield Weds,0,0,0,0
Watford,3,2,0,0
Coventry,0,0,0,0
Bournemouth,4,2,0,2
Barnsley,2,0,0,0
Bristol City,1,0,0,0
Luton,1,1,0,0
Middlesbrough,0,1,0,0
Millwall,1,1,1,0
Preston,1,0,0,0
QPR,1,1,0,1
Stoke,4,3,3,2
Swansea,1,0,1,0
Wycombe,0,0,0,0
Luton,1,1,1,1
QPR,3,2,3,1
Stoke,2,3,0,2
Wycombe,0,0,0,0
Barnsley,0,1,0,0
Preston,0,3,0,1
Bournemouth,2,0,1,0
Middlesbrough,3,0,1,0
Millwall,1,1,1,0
Bristol City,0,0,0,0
Coventry,1,0,0,0
Swansea,1,1,0,1
Brentford,2,1,1,1
Reading,3,1,0,0
Birmingham,0,0,0,0
Blackburn,2,1,1,0
Cardiff,4,0,2,0
Derby,1,1,1,0
Huddersfield,3,2,2,1
Norwich,1,1,1,0
Rotherham,2,2,1,1
Sheffield Weds,0,0,0,0
Watford,4,1,1,0
Nott'm Forest,0,1,0,1
Cardiff,3,0,1,0
Birmingham,1,2,0,0
Bournemouth,2,3,0,1
Derby,1,1,0,0
QPR,1,2,1,1
Rotherham,0,2,0,0
Middlesbrough,2,1,1,0
Blackburn,2,1,1,1
Luton,3,1,2,1
Nott'm Forest,0,0,0,0
Sheffield Weds,1,1,1,1
Wycombe,0,1,0,0
Barnsley,0,4,0,2
Reading,2,0,1,0
Brentford,2,2,1,1
Bristol City,0,1,0,0
Coventry,3,1,2,0
Huddersfield,2,0,2,0
Millwall,0,1,0,0
Norwich,2,1,0,0
Preston,2,2,1,0
Stoke,1,0,1,0
Swansea,2,0,1,0
Watford,0,1,0,1
Coventry,0,0,0,0
Huddersfield,2,0,2,0
Millwall,1,1,0,0
Stoke,1,2,1,0
Swansea,0,0,0,0
Watford,2,0,2,0
Preston,3,0,0,0
Barnsley,2,1,1,0
Brentford,0,0,0,0
Bristol City,1,0,0,0
Norwich,2,1,1,0
Reading,1,2,0,2
Cardiff,0,2,0,1
Birmingham,0,1,0,0
Blackburn,1,2,0,1
Bournemouth,5,0,3,0
Derby,0,0,0,0
Luton,3,0,2,0
Middlesbrough,3,0,3,0
Nott'm Forest,1,3,0,1
QPR,0,1,0,0
Rotherham,2,0,2,0
Sheffield Weds,1,2,1,2
Wycombe,1,2,0,2
QPR,0,0,0,0
Barnsley,2,1,0,1
Bournemouth,1,0,0,0
Bristol City,0,2,0,1
Nott'm Forest,2,0,1,0
Watford,1,1,0,0
Derby,2,0,2,0
Cardiff,3,2,1,1
Middlesbrough,1,0,0,0
Blackburn,2,1,0,0
Coventry,0,0,0,0
Reading,1,2,1,1
Preston,1,0,1,0
Norwich,2,0,1,0
Birmingham,1,4,1,2
Brentford,3,1,3,0
Huddersfield,2,0,2,0
Luton,0,0,0,0
Millwall,1,1,0,0
Sheffield Weds,1,0,0,0
Stoke,1,0,1,0
Swansea,2,0,1,0
Wycombe,1,1,0,1
Barnsley,2,1,1,1
Blackburn,1,1,0,1
Bristol City,2,1,1,0
Cardiff,2,3,1,0
Coventry,0,0,0,0
Derby,0,1,0,0
Nott'm Forest,0,0,0,0
QPR,0,2,0,1
Reading,2,1,2,0
Watford,1,0,1,0
Birmingham,0,4,0,3
Sheffield Weds,2,1,2,0
Huddersfield,2,1,0,0
Luton,2,1,1,0
Norwich,1,1,0,0
Preston,2,0,1,0
Rotherham,1,2,0,2
Wycombe,2,1,1,0
Stoke,1,1,1,0
Brentford,2,1,1,1
Swansea,0,0,0,0
Sheffield Weds,1,0,0,0
Birmingham,0,2,0,1
Huddersfield,1,2,1,0
Millwall,1,2,0,2
Norwich,1,0,0,0
Preston,0,1,0,0
Swansea,2,1,1,1
Wycombe,1,3,1,2
Stoke,0,1,0,0
Luton,0,2,0,1
Bournemouth,1,1,1,0
Middlesbrough,0,1,0,1
Blackburn,1,1,0,1
Bournemouth,0,1,0,0
Bristol City,2,0,1,0
Cardiff,1,2,0,2
Derby,0,1,0,0
Nott'm Forest,3,1,1,0
Watford,2,0,0,0
Barnsley,0,2,0,1
Derby,1,0,1,0
Reading,3,0,1,0
Rotherham,3,3,1,1
Watford,1,0,1,0
Norwich,2,0,1,0
Brentford,1,0,1,0
Cardiff,0,1,0,0
Huddersfield,0,1,0,1
Nott'm Forest,1,2,0,1
Birmingham,0,1,0,0
Stoke,1,2,0,0
QPR,0,1,0,0
Preston,0,0,0,0
Middlesbrough,0,1,0,0
Bristol City,2,1,2,0
Millwall,0,0,0,0
Barnsley,2,2,1,0
Coventry,2,0,0,0
Middlesbrough,0,3,0,1
Swansea,1,1,0,0
Reading,3,1,3,0
Norwich,0,0,0,0
Birmingham,1,1,1,1
Blackburn,1,0,0,0
Brentford,7,2,2,2
Cardiff,1,1,0,1
Derby,1,0,1,0
Huddersfield,1,1,1,1
Nott'm Forest,0,0,0,0
Rotherham,1,3,0,2
Sheffield Weds,1,0,1,0
Watford,1,2,0,0
Millwall,0,0,0,0
Bournemouth,1,2,0,1
Coventry,1,2,1,1
Wycombe,0,0,0,0
Rotherham,3,0,0,0
Brentford,3,2,1,1
Swansea,2,0,1,0
Coventry,0,0,0,0
Bournemouth,3,2,1,1
Bristol City,0,2,0,2
Luton,1,1,1,0
Middlesbrough,1,4,1,1
Millwall,4,1,1,1
Preston,1,2,0,1
QPR,1,0,0,0
Stoke,0,0,0,0
Wycombe,0,3,0,1
Rotherham,1,2,0,1
Sheffield Weds,2,0,1,0
Reading,1,3,1,1
Blackburn,1,2,1,2
Nott'm Forest,0,0,0,0
Birmingham,0,1,0,1
Cardiff,3,1,2,0
Derby,2,1,2,1
Huddersfield,2,3,2,1
Norwich,4,1,2,0
Reading,1,2,1,0
Watford,6,0,4,0
Brentford,0,2,0,1
Preston,0,1,0,0
Stoke,1,0,0,0
Bristol City,0,2,0,2
Middlesbrough,2,1,2,1
Wycombe,1,2,0,1
Luton,0,2,0,0
Coventry,0,2,0,2
Millwall,2,0,1,0
QPR,2,1,0,1
Swansea,1,0,0,0
Barnsley,2,1,0,0
Bournemouth,1,0,1,0
Watford,2,1,2,0
Coventry,2,0,1,0
Bristol City,0,1,0,0
Cardiff,4,0,1,0
Huddersfield,4,1,1,1
Millwall,0,0,0,0
Norwich,1,0,1,0
Nott'm Forest,1,0,1,0
QPR,2,1,0,0
Reading,0,2,0,2
Sheffield Weds,0,1,0,0
Stoke,3,0,1,0
Birmingham,1,3,1,1
Derby,2,0,1,0
Middlesbrough,1,3,0,3
Luton,1,1,0,0
Rotherham,0,1,0,0
Wycombe,1,0,0,0
Barnsley,2,0,1,0
Brentford,3,0,1,0
Swansea,1,0,0,0
Blackburn,2,3,1,2
Bournemouth,1,2,0,2
Preston,0,0,0,0
Derby,1,1,0,1
Bournemouth,1,0,0,0
Barnsley,2,1,1,1
Birmingham,2,1,0,1
Blackburn,1,1,1,0
Brentford,2,1,0,1
Luton,3,2,0,2
Middlesbrough,1,1,0,1
Preston,3,0,1,0
Rotherham,0,1,0,1
Swansea,1,3,0,0
Wycombe,0,2,0,0
Cardiff,4,0,1,0
Coventry,1,2,1,1
Huddersfield,1,1,0,0
Millwall,2,1,1,1
Nott'm Forest,0,1,0,0
Reading,1,0,1,0
